Shipment_ID,Date,Region,Transport_Mode,Priority,Shipment_Volume_kg,Distance_km,Delivery_Time_days,Transport_Cost,Handling_Cost,Total_Cost,Fuel_Cost,On_Time,Weather_Delay_days
S0948,2026-04-19 12:00:00,West,Air,Standard,380.81,912.7,4.11,1077.46,337.93,1415.39,743.98,1,0
S0949,2026-04-20 00:00:00,West,Rail,Express,408.43,119.6,3.48,26.87,349.54,376.42,20.83,1,0
S0950,2026-04-20 12:00:00,South,Road,Standard,436.89,47.6,3.23,17.66,369.82,387.48,10.01,1,0
S0951,2026-04-21 00:00:00,East,Rail,Standard,123.77,124.3,3.58,8.46,222.22,230.68,4.95,1,1
S0952,2026-04-21 12:00:00,North,Road,Standard,283.58,226.8,7.41,54.67,274.08,328.75,40.51,1,0
S0953,2026-04-22 00:00:00,North,Rail,Standard,162.08,416.2,10.12,37.1,229.39,266.49,21.64,1,1
S0954,2026-04-22 12:00:00,North,Rail,Standard,371.73,1364.2,25.22,278.9,280.04,558.94,177.98,0,0
S0955,2026-04-23 00:00:00,West,Road,Standard,138.3,797.2,21.26,93.71,310.99,404.7,57.61,1,2
S0956,2026-04-23 12:00:00,West,Air,Standard,186.3,1203.5,8.09,695.03,209.69,904.72,421.18,1,2
S0957,2026-04-24 00:00:00,West,Road,Standard,476.06,1263.9,32.37,511.45,390.99,902.44,284.32,0,0
S0958,2026-04-24 12:00:00,South,Road,Standard,252.44,1113.0,28.26,238.83,284.33,523.16,162.46,0,0
S0959,2026-04-25 00:00:00,South,Road,Standard,609.79,611.4,15.98,316.91,436.9,753.81,203.55,1,0
S0960,2026-04-25 12:00:00,East,Road,Standard,442.34,1301.2,33.74,489.24,363.64,852.88,331.15,0,0
S0961,2026-04-26 00:00:00,East,Road,Standard,291.42,1123.4,27.43,278.28,280.09,558.36,172.54,0,0
S0962,2026-04-26 12:00:00,South,Road,Standard,511.72,1125.0,27.29,489.33,360.31,849.64,375.09,0,0
S0963,2026-04-27 00:00:00,North,Road,Standard,303.53,1356.3,36.6,349.93,306.68,656.6,240.05,0,3
S0964,2026-04-27 12:00:00,North,Road,Standard,463.24,914.0,24.78,359.91,300.57,660.48,277.52,0,0
S0965,2026-04-28 00:00:00,West,Air,Standard,232.99,811.7,4.46,586.29,327.02,913.31,369.65,1,0
S0966,2026-04-28 12:00:00,South,Road,Standard,525.84,1339.6,33.4,598.77,444.9,1043.67,329.64,0,0
S0967,2026-04-29 00:00:00,West,Air,Standard,145.06,703.5,2.51,316.36,228.54,544.91,230.85,1,0
S0968,2026-04-29 12:00:00,North,Road,Standard,186.16,1224.9,29.23,193.82,144.24,338.06,143.49,0,0
S0969,2026-04-30 00:00:00,East,Road,Standard,202.51,118.6,3.47,20.42,195.71,216.13,11.51,1,0
S0970,2026-04-30 12:00:00,North,Road,Standard,245.26,41.9,2.97,8.73,317.41,326.14,6.06,1,0
S0971,2026-05-01 00:00:00,North,Road,Express,387.29,811.3,22.97,267.08,519.81,786.89,187.5,1,2
S0972,2026-05-01 12:00:00,North,Road,Standard,330.73,147.5,5.29,41.46,355.66,397.12,24.19,1,0
S0973,2026-05-02 00:00:00,North,Road,Express,465.76,1465.8,38.12,580.29,422.83,1003.12,392.9,0,3
S0974,2026-05-02 12:00:00,West,Road,Standard,561.57,48.0,2.43,22.93,452.49,475.42,13.89,1,0
S0975,2026-05-03 00:00:00,South,Road,Standard,136.85,1088.5,27.77,126.62,157.13,283.75,70.12,0,0
S0976,2026-05-03 12:00:00,East,Road,Standard,593.76,395.3,12.03,199.53,491.35,690.88,149.52,1,0
S0977,2026-05-04 00:00:00,South,Road,Standard,300.28,1452.6,35.71,370.77,235.6,606.37,245.85,0,0
S0978,2026-05-04 12:00:00,South,Rail,Express,714.24,597.1,12.71,234.54,458.35,692.89,171.16,1,1
S0979,2026-05-05 00:00:00,East,Road,Standard,227.88,79.8,4.12,15.46,188.03,203.49,11.08,1,0
S0980,2026-05-05 12:00:00,North,Air,Express,116.67,79.3,0.97,28.69,228.07,256.76,22.34,1,0
S0981,2026-05-06 00:00:00,West,Rail,Standard,444.7,847.9,19.5,207.39,362.0,569.39,134.95,1,1
S0982,2026-05-06 12:00:00,West,Air,Express,431.62,1480.6,1.43,1981.07,361.93,2343.0,1284.4,1,0
S0983,2026-05-07 00:00:00,East,Rail,Express,188.67,1470.5,25.56,152.59,223.08,375.67,93.81,0,0
S0984,2026-05-07 12:00:00,South,Road,Standard,198.36,532.4,14.01,89.77,178.44,268.21,62.28,1,0
S0985,2026-05-08 00:00:00,North,Road,Standard,482.29,744.7,19.32,305.3,355.07,660.38,202.05,1,2
S0986,2026-05-08 12:00:00,West,Road,Standard,396.18,186.7,5.75,62.86,309.98,372.84,45.11,1,0
S0987,2026-05-09 00:00:00,South,Rail,Standard,285.76,802.4,16.31,126.11,213.93,340.04,79.7,1,0
S0988,2026-05-09 12:00:00,North,Road,Express,415.29,915.6,22.75,323.19,325.72,648.92,187.48,1,0
S0989,2026-05-10 00:00:00,South,Road,Standard,377.57,406.6,11.06,130.47,279.0,409.48,97.64,1,0
S0990,2026-05-10 12:00:00,West,Air,Standard,209.07,933.7,6.51,605.13,260.98,866.11,448.07,1,2
S0991,2026-05-11 00:00:00,East,Road,Standard,499.41,1353.6,34.6,574.58,424.42,999.0,362.4,0,0
S0992,2026-05-11 12:00:00,West,Road,Standard,454.06,41.4,1.95,15.98,311.52,327.49,11.32,1,0
S0993,2026-05-12 00:00:00,West,Rail,Express,334.36,374.2,6.96,68.82,290.55,359.37,45.65,1,0
S0994,2026-05-12 12:00:00,North,Road,Standard,482.44,346.5,12.42,142.08,468.86,610.94,103.01,1,2
S0995,2026-05-13 00:00:00,West,Road,Standard,757.01,220.9,7.51,142.12,492.22,634.35,90.92,1,0
S0996,2026-05-13 12:00:00,South,Rail,Express,197.17,282.5,7.33,30.64,247.64,278.28,20.62,1,1
S0997,2026-05-14 00:00:00,East,Road,Standard,292.05,953.8,22.91,236.78,285.38,522.16,133.38,1,0
S0998,2026-05-14 12:00:00,North,Road,Standard,299.11,189.9,6.06,48.29,333.69,381.98,28.5,1,2
S0999,2026-05-15 00:00:00,West,Road,Standard,477.43,1118.3,28.32,453.81,395.88,849.69,331.19,0,0
S1000,2026-05-15 12:00:00,South,Rail,Standard,243.76,1335.1,23.84,178.99,234.66,413.65,114.15,0,0
S1001,2026-05-16 00:00:00,North,Road,Standard,464.83,1392.8,35.29,550.31,378.66,928.97,307.11,0,0
S1002,2026-05-16 12:00:00,South,Air,Express,258.11,1003.9,3.32,803.23,265.62,1068.85,472.75,1,0
S1003,2026-05-17 00:00:00,North,Air,Standard,185.72,328.2,4.53,188.95,218.02,406.97,121.81,1,2
S1004,2026-05-17 12:00:00,North,Road,Express,343.89,164.5,7.18,48.09,249.78,297.88,34.39,1,3
S1005,2026-05-18 00:00:00,East,Road,Express,255.34,378.8,10.1,82.21,316.38,398.58,52.09,1,0
S1006,2026-05-18 12:00:00,South,Road,Express,360.36,1444.5,36.66,442.44,366.19,808.63,319.17,0,2
S1007,2026-05-19 00:00:00,West,Rail,Standard,401.85,1445.0,26.38,319.38,294.03,613.41,238.69,0,0
S1008,2026-05-19 12:00:00,South,Road,Standard,142.11,597.6,15.11,72.19,184.63,256.81,45.37,1,0
S1009,2026-05-20 00:00:00,East,Road,Standard,269.96,515.7,13.83,118.33,258.35,376.68,86.86,1,0
S1010,2026-05-20 12:00:00,South,Road,Standard,344.03,784.6,20.02,229.44,257.17,486.62,132.89,1,0
S1011,2026-05-21 00:00:00,East,Air,Standard,483.41,465.9,2.95,698.13,301.87,1000.0,450.66,1,0
S1012,2026-05-21 12:00:00,East,Road,Standard,455.64,1470.3,38.22,569.44,340.42,909.86,325.97,0,0
S1013,2026-05-22 00:00:00,South,Air,Standard,218.02,363.0,1.58,245.32,223.87,469.2,137.89,1,0
S1014,2026-05-22 12:00:00,West,Road,Standard,306.29,578.9,16.66,150.72,223.6,374.33,85.14,1,0
S1015,2026-05-23 00:00:00,South,Air,Standard,411.78,666.9,3.57,851.29,354.44,1205.74,488.72,1,1
S1016,2026-05-23 12:00:00,North,Road,Standard,296.06,222.6,5.31,56.02,335.16,391.18,41.58,1,0
S1017,2026-05-24 00:00:00,East,Road,Standard,228.67,598.9,14.33,116.41,283.66,400.07,78.58,1,0
S1018,2026-05-24 12:00:00,West,Air,Express,324.65,1290.8,1.99,1299.1,292.86,1591.95,997.58,1,0
S1019,2026-05-25 00:00:00,North,Air,Standard,393.48,244.9,0.8,298.76,253.6,552.36,201.29,1,0
S1020,2026-05-25 12:00:00,South,Road,Express,207.59,892.7,21.38,157.52,266.38,423.9,109.41,1,0
S1021,2026-05-26 00:00:00,West,Road,Express,432.92,633.7,16.46,233.19,364.69,597.88,138.15,1,0
S1022,2026-05-26 12:00:00,East,Road,Standard,353.75,289.0,9.61,86.89,333.66,420.55,58.59,1,0
S1023,2026-05-27 00:00:00,West,Road,Standard,440.35,58.0,3.11,21.71,449.32,471.03,13.87,1,0
S1024,2026-05-27 12:00:00,East,Road,Standard,321.18,439.1,10.98,119.87,259.53,379.4,91.61,1,1
S1025,2026-05-28 00:00:00,East,Air,Standard,702.24,130.3,1.88,283.59,376.87,660.46,216.89,1,2
S1026,2026-05-28 12:00:00,South,Road,Standard,389.89,590.1,15.86,195.56,287.03,482.59,116.48,1,0
S1027,2026-05-29 00:00:00,West,Rail,Standard,463.87,1222.9,25.67,312.0,397.0,709.0,216.1,0,2
S1028,2026-05-29 12:00:00,South,Road,Express,432.09,1090.7,27.85,400.6,358.86,759.47,279.13,0,2
S1029,2026-05-30 00:00:00,East,Road,Express,304.36,1423.2,34.27,368.18,232.69,600.88,250.14,0,0
S1030,2026-05-30 12:00:00,South,Rail,Express,373.49,663.4,13.46,136.29,261.53,397.82,78.85,1,0
S1031,2026-05-31 00:00:00,East,Road,Standard,246.58,1073.4,27.12,224.98,239.66,464.64,157.58,0,0
S1032,2026-05-31 12:00:00,East,Rail,Standard,677.97,1011.4,20.15,377.13,436.81,813.94,276.74,1,0
S1033,2026-06-01 00:00:00,South,Road,Express,410.31,356.9,7.66,124.47,369.1,493.57,78.34,1,0
S1034,2026-06-01 12:00:00,West,Air,Standard,222.0,483.2,4.53,332.56,223.58,556.14,222.26,1,3
S1035,2026-06-02 00:00:00,South,Rail,Standard,604.88,813.6,15.09,270.65,424.46,695.12,156.1,1,0
S1036,2026-06-02 12:00:00,East,Air,Standard,311.86,1203.1,3.32,1163.15,257.4,1420.56,888.72,1,0
S1037,2026-06-03 00:00:00,South,Road,Standard,494.63,714.2,19.04,300.29,403.89,704.18,172.73,1,0
S1038,2026-06-03 12:00:00,South,Road,Standard,140.14,372.5,11.11,44.37,198.99,243.37,26.53,1,0
S1039,2026-06-04 00:00:00,South,Road,Standard,552.93,1490.5,37.65,700.5,433.2,1133.7,433.36,0,0
S1040,2026-06-04 12:00:00,North,Road,Standard,402.39,208.7,8.81,71.4,349.42,420.82,52.83,1,2
S1041,2026-06-05 00:00:00,North,Road,Standard,213.28,1435.6,37.13,260.26,234.05,494.31,185.08,0,0
S1042,2026-06-05 12:00:00,East,Road,Standard,399.09,1221.2,31.87,414.26,293.01,707.27,228.51,0,0
S1043,2026-06-06 00:00:00,East,Road,Standard,645.66,1264.8,30.8,694.12,442.24,1136.37,411.07,0,0
S1044,2026-06-06 12:00:00,East,Road,Standard,250.17,1200.6,31.92,255.3,239.84,495.14,184.46,0,0
S1045,2026-06-07 00:00:00,North,Road,Express,248.54,343.9,9.57,72.66,349.63,422.29,46.71,1,0
S1046,2026-06-07 12:00:00,South,Road,Standard,302.15,963.6,26.97,247.47,225.48,472.96,137.6,0,0
S1047,2026-06-08 00:00:00,North,Road,Standard,342.49,1144.9,28.36,333.29,289.52,622.81,257.2,0,0
S1048,2026-06-08 12:00:00,West,Rail,Express,509.89,1128.7,22.09,316.53,404.86,721.4,185.1,1,0
S1049,2026-06-09 00:00:00,West,Road,Standard,412.91,436.5,14.05,153.2,333.45,486.65,102.24,1,2
S1050,2026-06-09 12:00:00,North,Road,Express,302.02,304.4,8.87,78.15,334.44,412.6,47.45,1,0
S1051,2026-06-10 00:00:00,East,Road,Standard,381.08,519.1,14.44,168.13,315.71,483.85,120.99,1,0
S1052,2026-06-10 12:00:00,North,Rail,Standard,695.55,740.6,14.87,283.31,492.0,775.3,206.43,1,0
S1053,2026-06-11 00:00:00,South,Road,Standard,446.43,877.7,25.7,333.07,402.2,735.26,213.62,0,2
S1054,2026-06-11 12:00:00,North,Road,Standard,317.57,1261.9,33.22,340.64,376.14,716.79,238.94,0,0
S1055,2026-06-12 00:00:00,South,Air,Express,297.79,1162.8,3.47,1073.43,347.12,1420.55,814.82,1,0
S1056,2026-06-12 12:00:00,East,Road,Express,370.53,1027.2,23.87,323.51,317.64,641.15,238.56,0,0
S1057,2026-06-13 00:00:00,West,Air,Express,506.96,424.7,0.8,667.44,396.6,1064.04,430.78,1,0
S1058,2026-06-13 12:00:00,North,Rail,Express,233.18,739.2,12.15,94.8,250.35,345.15,61.77,1,0
S1059,2026-06-14 00:00:00,East,Road,Standard,474.75,529.7,14.48,213.77,387.73,601.49,161.18,1,0
S1060,2026-06-14 12:00:00,East,Road,Express,314.54,383.0,10.44,102.4,254.87,357.26,57.13,1,0
S1061,2026-06-15 00:00:00,West,Rail,Standard,336.83,55.0,2.54,10.18,347.41,357.59,5.65,1,0
S1062,2026-06-15 12:00:00,East,Air,Express,953.13,535.6,2.41,1582.58,653.52,2236.09,945.32,1,0
S1063,2026-06-16 00:00:00,North,Road,Standard,452.43,413.9,11.8,159.18,366.82,526.0,117.85,1,0
S1064,2026-06-16 12:00:00,East,Road,Standard,259.22,875.0,22.43,192.79,205.37,398.16,112.83,1,0
S1065,2026-06-17 00:00:00,South,Road,Express,401.84,131.0,2.54,44.73,343.82,388.55,27.54,1,0
S1066,2026-06-17 12:00:00,West,Road,Express,518.85,435.0,10.46,191.83,320.17,512.0,133.26,1,0
S1067,2026-06-18 00:00:00,South,Rail,Standard,454.75,105.4,4.97,26.35,343.94,370.29,15.61,1,0
S1068,2026-06-18 12:00:00,East,Road,Standard,106.61,976.5,24.9,88.48,153.29,241.78,54.83,0,0
S1069,2026-06-19 00:00:00,North,Rail,Standard,330.26,869.6,17.42,157.95,314.56,472.51,103.83,1,0
S1070,2026-06-19 12:00:00,South,Air,Express,410.07,532.7,3.36,677.2,430.13,1107.33,407.99,1,0
S1071,2026-06-20 00:00:00,West,Rail,Standard,394.72,255.1,7.77,55.38,362.83,418.22,43.1,1,3
S1072,2026-06-20 12:00:00,East,Road,Standard,269.35,1438.6,37.19,329.35,333.32,662.67,193.53,0,1
S1073,2026-06-21 00:00:00,South,Rail,Standard,458.38,893.2,17.54,225.19,401.15,626.33,167.87,1,0
S1074,2026-06-21 12:00:00,West,Rail,Standard,554.04,1031.5,18.68,314.32,475.35,789.67,206.86,1,0
S1075,2026-06-22 00:00:00,West,Air,Standard,144.41,815.8,3.56,365.18,282.99,648.18,211.7,1,0
S1076,2026-06-22 12:00:00,South,Road,Standard,137.64,1217.5,30.15,142.45,162.77,305.22,82.23,0,0
S1077,2026-06-23 00:00:00,East,Road,Express,400.19,1348.7,33.37,458.78,304.23,763.01,305.12,0,0
S1078,2026-06-23 12:00:00,South,Road,Express,476.04,598.8,17.54,242.28,411.92,654.19,152.95,1,2
S1079,2026-06-24 00:00:00,East,Air,Express,250.69,1047.4,3.35,814.0,257.71,1071.72,491.62,1,1
S1080,2026-06-24 12:00:00,South,Rail,Standard,109.84,375.6,9.49,22.69,190.33,213.02,17.49,1,0
S1081,2026-06-25 00:00:00,North,Road,Standard,332.87,991.7,22.75,280.59,291.89,572.48,184.23,1,0
S1082,2026-06-25 12:00:00,West,Road,Standard,397.49,622.8,17.55,210.41,311.79,522.2,160.68,1,0
S1083,2026-06-26 00:00:00,West,Road,Express,290.59,49.9,1.97,12.33,352.76,365.09,7.24,1,0
S1084,2026-06-26 12:00:00,West,Rail,Standard,524.86,1435.1,25.95,414.27,359.18,773.45,245.33,0,0
S1085,2026-06-27 00:00:00,West,Road,Standard,386.27,1307.9,34.34,429.43,363.34,792.77,295.06,0,2
S1086,2026-06-27 12:00:00,East,Road,Standard,237.81,464.6,13.09,93.92,274.38,368.3,57.48,1,1
S1087,2026-06-28 00:00:00,West,Air,Standard,249.75,1496.7,5.14,1158.8,186.31,1345.11,686.63,1,0
S1088,2026-06-28 12:00:00,West,Rail,Standard,336.29,503.0,10.71,93.04,267.57,360.61,53.2,1,0
S1089,2026-06-29 00:00:00,South,Road,Standard,281.25,709.9,18.26,169.71,244.87,414.58,96.32,1,0
S1090,2026-06-29 12:00:00,South,Road,Standard,133.21,1282.8,34.65,145.25,218.67,363.92,105.05,0,1
S1091,2026-06-30 00:00:00,North,Air,Standard,370.89,484.7,2.5,557.31,307.47,864.78,342.69,1,0
S1092,2026-06-30 12:00:00,East,Rail,Standard,252.92,697.8,13.74,97.07,255.26,352.32,75.23,1,0
S1093,2026-07-01 00:00:00,South,Road,Express,273.86,1011.8,25.49,235.51,205.03,440.54,139.45,0,0
S1094,2026-07-01 12:00:00,North,Road,Standard,196.3,230.5,8.3,38.46,332.63,371.08,24.29,1,0
S1095,2026-07-02 00:00:00,East,Road,Standard,653.59,656.6,16.37,364.79,482.68,847.47,232.09,1,0
S1096,2026-07-02 12:00:00,South,Road,Express,440.03,491.7,12.07,183.92,384.47,568.39,122.31,1,0
S1097,2026-07-03 00:00:00,North,Rail,Standard,729.2,1028.1,18.16,412.32,496.73,909.05,309.34,1,0
S1098,2026-07-03 12:00:00,West,Road,Express,289.9,238.5,8.22,58.77,250.08,308.85,43.61,1,1
S1099,2026-07-04 00:00:00,West,Road,Standard,451.68,379.8,10.1,145.81,454.5,600.31,80.53,1,0
S1100,2026-07-04 12:00:00,North,Rail,Express,373.93,1078.6,19.82,221.83,239.41,461.23,142.89,1,0
S1101,2026-07-05 00:00:00,North,Air,Standard,242.32,268.1,1.87,201.38,265.81,467.2,149.11,1,0
S1102,2026-07-05 12:00:00,South,Rail,Standard,288.49,656.1,14.52,104.11,224.15,328.26,57.26,1,0
S1103,2026-07-06 00:00:00,West,Road,Standard,439.65,1080.8,29.21,403.9,343.58,747.48,271.72,0,0
S1104,2026-07-06 12:00:00,West,Road,Standard,196.16,1157.6,29.13,193.01,199.17,392.18,117.67,0,0
S1105,2026-07-07 00:00:00,North,Road,Standard,527.29,178.5,4.85,80.01,365.64,445.65,51.6,1,0
S1106,2026-07-07 12:00:00,West,Road,Standard,359.6,1283.9,33.55,392.44,319.38,711.82,253.78,0,1
S1107,2026-07-08 00:00:00,North,Road,Standard,495.19,1097.0,27.56,461.74,276.79,738.53,295.56,0,0
S1108,2026-07-08 12:00:00,South,Road,Express,398.22,535.4,13.39,181.22,324.83,506.04,136.85,1,0
S1109,2026-07-09 00:00:00,West,Road,Standard,144.98,1155.2,28.19,142.35,195.68,338.03,95.86,0,0
S1110,2026-07-09 12:00:00,North,Air,Standard,330.38,1103.3,3.74,1130.0,240.54,1370.54,856.38,1,0
S1111,2026-07-10 00:00:00,North,Air,Express,532.61,917.3,0.96,1514.55,481.03,1995.58,1086.16,1,0
S1112,2026-07-10 12:00:00,South,Road,Standard,357.12,855.4,25.59,259.65,289.66,549.32,163.78,0,2
S1113,2026-07-11 00:00:00,East,Road,Express,334.4,1112.7,27.02,316.27,293.23,609.5,209.85,0,1
S1114,2026-07-11 12:00:00,West,Road,Express,356.95,1498.9,39.05,454.79,289.68,744.47,290.91,0,1
S1115,2026-07-12 00:00:00,West,Road,Express,127.93,884.7,19.19,96.2,186.69,282.9,71.25,1,0
S1116,2026-07-12 12:00:00,North,Road,Express,558.2,1220.7,29.09,579.2,485.88,1065.08,343.55,0,0
S1117,2026-07-13 00:00:00,North,Road,Standard,95.88,1126.6,28.31,91.82,284.02,375.84,70.27,0,0
S1118,2026-07-13 12:00:00,West,Rail,Standard,612.24,1289.5,23.83,434.21,490.29,924.5,296.78,0,0
S1119,2026-07-14 00:00:00,South,Road,Standard,280.1,1433.6,35.71,341.32,323.01,664.33,235.75,0,0
S1120,2026-07-14 12:00:00,West,Air,Express,411.22,321.9,2.07,410.36,423.41,833.77,274.47,1,1
S1121,2026-07-15 00:00:00,East,Road,Standard,122.31,281.6,7.94,29.27,198.47,227.75,19.83,1,0
S1122,2026-07-15 12:00:00,North,Road,Express,473.64,896.1,22.62,360.76,451.16,811.92,253.82,1,0
S1123,2026-07-16 00:00:00,West,Road,Standard,436.62,696.0,18.14,258.29,395.8,654.09,180.97,1,2
S1124,2026-07-16 12:00:00,North,Road,Standard,424.34,873.3,21.13,314.97,359.86,674.83,188.75,1,0
S1125,2026-07-17 00:00:00,South,Road,Standard,119.47,1205.1,30.78,122.38,201.48,323.86,83.71,0,0
S1126,2026-07-17 12:00:00,East,Air,Standard,226.56,1400.3,4.37,983.5,162.65,1146.15,621.15,1,0
S1127,2026-07-18 00:00:00,South,Road,Standard,399.21,649.4,19.19,220.37,352.71,573.07,153.49,1,3
S1128,2026-07-18 12:00:00,East,Road,Standard,551.14,1088.2,27.57,509.78,353.66,863.44,344.61,0,0
S1129,2026-07-19 00:00:00,East,Road,Express,210.15,327.3,9.76,58.47,162.44,220.91,34.57,1,0
S1130,2026-07-19 12:00:00,West,Road,Standard,213.04,820.4,19.17,148.57,245.85,394.42,106.82,1,0
S1131,2026-07-20 00:00:00,West,Road,Standard,387.03,71.8,2.37,23.63,282.73,306.37,15.48,1,0
S1132,2026-07-20 12:00:00,South,Road,Standard,911.91,775.5,18.27,601.09,621.23,1222.32,406.84,1,0
S1133,2026-07-21 00:00:00,North,Rail,Standard,244.42,836.2,17.38,112.41,260.66,373.07,79.21,1,0
S1134,2026-07-21 12:00:00,East,Road,Standard,278.47,1113.8,27.96,263.62,281.4,545.02,184.58,0,0
S1135,2026-07-22 00:00:00,West,Road,Standard,258.92,988.2,26.04,217.49,221.72,439.21,157.08,0,0
S1136,2026-07-22 12:00:00,South,Rail,Express,314.89,563.3,9.69,97.55,333.63,431.18,58.29,1,0
S1137,2026-07-23 00:00:00,South,Air,Standard,571.52,48.4,0.88,85.69,430.32,516.02,49.31,1,0
S1138,2026-07-23 12:00:00,South,Road,Standard,322.9,208.6,6.32,57.26,317.45,374.7,40.3,1,0
S1139,2026-07-24 00:00:00,North,Road,Standard,954.31,1460.7,37.14,1184.84,591.03,1775.87,715.97,0,1
S1140,2026-07-24 12:00:00,East,Road,Standard,351.06,1386.6,33.73,413.76,305.06,718.82,238.48,0,0
S1141,2026-07-25 00:00:00,South,Road,Express,597.31,514.6,10.78,261.29,497.9,759.19,151.6,1,0
S1142,2026-07-25 12:00:00,West,Road,Standard,288.53,417.9,11.36,102.5,322.35,424.84,63.75,1,0
S1143,2026-07-26 00:00:00,West,Rail,Express,175.96,677.2,12.86,65.53,180.9,246.43,50.99,1,0
S1144,2026-07-26 12:00:00,West,Road,Standard,322.65,1047.3,25.16,287.23,272.91,560.14,168.36,0,0
S1145,2026-07-27 00:00:00,South,Rail,Standard,427.3,561.0,12.97,131.84,310.52,442.36,81.56,1,0
S1146,2026-07-27 12:00:00,South,Road,Standard,227.56,138.2,3.51,26.74,215.62,242.36,20.37,1,0
S1147,2026-07-28 00:00:00,East,Air,Standard,553.35,628.1,2.99,1077.4,361.38,1438.78,831.28,1,0
S1148,2026-07-28 12:00:00,West,Rail,Express,265.05,420.5,10.83,61.29,259.56,320.85,36.94,1,3
S1149,2026-07-29 00:00:00,South,Road,Standard,196.34,514.4,15.1,85.85,256.48,342.32,64.6,1,0
S1150,2026-07-29 12:00:00,West,Road,Express,867.21,277.9,6.98,204.86,561.64,766.5,119.22,1,0
S1151,2026-07-30 00:00:00,North,Road,Express,221.7,1001.9,24.29,188.81,237.86,426.67,136.91,0,0
S1152,2026-07-30 12:00:00,West,Air,Standard,261.26,808.9,4.36,655.11,253.77,908.87,362.27,1,0
S1153,2026-07-31 00:00:00,North,Road,Standard,460.26,435.5,10.31,170.36,420.62,590.98,109.63,1,0
S1154,2026-07-31 12:00:00,North,Road,Standard,283.75,848.6,22.22,204.68,248.54,453.22,124.22,1,0
S1155,2026-08-01 00:00:00,East,Road,Standard,199.9,759.4,19.9,129.02,204.06,333.08,91.85,1,0
S1156,2026-08-01 12:00:00,North,Rail,Express,248.8,1202.1,21.36,164.5,218.77,383.27,91.08,1,0
S1157,2026-08-02 00:00:00,North,Road,Standard,752.22,1435.7,35.19,917.99,482.53,1400.53,603.05,0,0
S1158,2026-08-02 12:00:00,North,Road,Express,434.42,230.8,6.51,85.22,382.75,467.96,60.53,1,0
S1159,2026-08-03 00:00:00,South,Air,Standard,474.76,1330.5,4.14,1958.19,375.04,2333.23,1098.04,1,0
S1160,2026-08-03 12:00:00,West,Road,Standard,378.17,1069.0,30.23,343.62,330.46,674.08,259.92,0,3
S1161,2026-08-04 00:00:00,North,Rail,Standard,408.62,1051.1,20.69,236.23,402.1,638.33,149.55,1,0
S1162,2026-08-04 12:00:00,East,Road,Standard,273.44,586.5,15.89,136.31,330.34,466.65,80.15,1,0
S1163,2026-08-05 00:00:00,West,Road,Express,356.08,542.1,13.55,164.08,241.76,405.84,98.75,1,0
S1164,2026-08-05 12:00:00,North,Air,Standard,114.13,48.2,1.47,17.06,211.92,228.99,10.72,1,0
S1165,2026-08-06 00:00:00,North,Rail,Express,516.67,1474.0,29.49,418.87,414.32,833.19,249.49,0,1
S1166,2026-08-06 12:00:00,West,Rail,Express,272.23,925.5,19.88,138.57,248.96,387.53,92.49,1,2
S1167,2026-08-07 00:00:00,West,Road,Express,183.72,627.4,18.16,97.98,235.79,333.77,68.15,1,1
S1168,2026-08-07 12:00:00,East,Road,Standard,365.77,833.9,20.6,259.26,243.49,502.75,168.44,1,0
S1169,2026-08-08 00:00:00,West,Road,Express,304.05,99.2,2.31,25.63,353.05,378.68,16.61,1,0
S1170,2026-08-08 12:00:00,North,Road,Standard,508.07,293.5,10.19,126.76,422.61,549.37,92.51,1,1
S1171,2026-08-09 00:00:00,South,Road,Express,326.06,950.1,23.08,263.32,260.4,523.72,163.06,1,0
S1172,2026-08-09 12:00:00,East,Road,Standard,246.17,790.8,19.79,165.47,229.05,394.52,114.71,1,0
S1173,2026-08-10 00:00:00,North,Road,Standard,329.83,1189.1,30.54,333.38,224.77,558.15,251.83,0,0
S1174,2026-08-10 12:00:00,West,Road,Standard,629.47,1001.8,26.57,535.99,452.08,988.07,322.1,0,0
S1175,2026-08-11 00:00:00,South,Road,Standard,515.97,918.1,23.14,402.65,382.06,784.71,278.87,1,0
S1176,2026-08-11 12:00:00,West,Road,Standard,433.89,1230.3,29.17,453.74,299.01,752.75,348.49,0,0
S1177,2026-08-12 00:00:00,South,Air,Express,526.45,139.7,1.21,227.93,444.5,672.43,153.14,1,1
S1178,2026-08-12 12:00:00,South,Road,Standard,449.6,1048.7,27.53,400.77,424.73,825.5,310.47,0,2
S1179,2026-08-13 00:00:00,North,Road,Standard,213.79,1084.8,27.16,197.13,236.35,433.48,122.48,0,1
S1180,2026-08-13 12:00:00,North,Rail,Standard,476.56,441.7,10.0,115.78,368.35,484.14,78.71,1,0
S1181,2026-08-14 00:00:00,West,Rail,Express,555.74,325.6,7.6,99.54,445.23,544.77,61.87,1,0
S1182,2026-08-14 12:00:00,North,Road,Express,570.43,352.2,9.23,170.78,432.85,603.63,94.08,1,0
S1183,2026-08-15 00:00:00,North,Road,Standard,191.52,329.3,9.85,53.6,176.64,230.24,41.78,1,1
S1184,2026-08-15 12:00:00,North,Road,Standard,261.63,804.7,21.73,178.96,234.52,413.48,108.31,1,0
